kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
We're the Lucky Ones,The Marías,indie-pop,0.37,0.184,4.0,-12.637,1.0,0.0302,0.969,0.00119,0.101,0.0581,86.834,1,0NrucXAEaaZB48N2vIDrjT,2020-01-01,2020
Love Is a Bitch,Two Feet,indie-pop,0.532,0.178,9.0,-9.754,0.0,0.0541,0.614,0.14,0.0985,0.103,149.879,1,6MiVIH3fQlmz44jGx2DXn4,2017-05-19,2017
Marlboro Nights,Lonely God,indie-pop,0.466,0.823,2.0,-6.635,1.0,0.311,0.00237,0.000321,0.332,0.782,175.797,1,755inykyaG4w22GWAsA3MX,2018-06-28,2018
Always Forever,Cults,indie-pop,0.174,0.742,8.0,-5.93,1.0,0.0485,0.00181,0.281,0.198,0.36,163.378,1,2enPRFda84VE2wtI8c86Uf,2013-10-15,2013
Honeypie,JAWNY,indie-pop,0.74,0.688,5.0,-4.361,0.0,0.0916,0.061,0.0,0.138,0.935,115.035,1,6FfLg6FFqhCsrFOaHIGkg0,2020-10-27,2020
Someone To You,BANNERS,indie-pop,0.468,0.936,2.0,-3.683,1.0,0.0455,0.00568,0.0,0.24,0.663,75.05,1,2f0pn9DkEJwAzXApnFh5cr,2019-10-04,2019
From the Subway Train,Vansire,indie-pop,0.392,0.429,5.0,-10.279,0.0,0.0462,0.527,0.015,0.217,0.105,72.104,1,0qOCy2LqvdkMora7eZsJhQ,2018-04-26,2018
prom dress,mxmtoon,indie-pop,0.56,0.674,10.0,-6.048,1.0,0.0446,0.698,0.0,0.123,0.421,119.942,1,2u4XZR5A8cRPTPxBLJbAFC,2019-09-17,2019
Heat Waves (with iann dior),Glass Animals;iann dior,indie-pop,0.655,0.716,8.0,-5.077,0.0,0.0897,0.476,0.0,0.479,0.521,80.813,1,2CEsWDkJQjZyYyZQpxmPVg,2022-08-05,2022
Mr Loverman,Ricky Montgomery,indie-pop,0.639,0.526,0.0,-6.697,1.0,0.0256,0.245,2.43e-05,0.25,0.488,130.033,1,2IVsRhKrx8hlQBOWy4qebo,2016-04-08,2016
Washing Machine Heart,Mitski,indie-pop,0.613,0.822,9.0,-4.087,1.0,0.026,0.0092,0.506,0.429,0.567,105.997,1,3jjsRKEsF42ccXf8kWR3nu,2018-08-17,2018
Backyard Boy,Claire Rosinkranz,indie-pop,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,1,04F42oEuKrRComYJfJuyVR,2020-10-02,2020
killer queen,Mad Tsai,indie-pop,0.69,0.732,3.0,-5.352,0.0,0.0497,0.0604,0.00114,0.168,0.636,107.977,1,2ubQc1V6ctD8YpRjP5H940,2021-10-29,2021
Sugar,Surf Curse,indie-pop,0.606,0.696,6.0,-5.153,1.0,0.0613,0.122,0.000188,0.157,0.68,121.347,1,1pkTvuXbKr4upKDTE67Nnb,2022-10-07,2022
TVI,Surf Curse,indie-pop,0.286,0.945,1.0,-4.309,1.0,0.0518,0.00243,1.97e-06,0.0997,0.62,184.301,1,3mAlODfJ2p4DnV2ZJ16Bhq,2022-10-07,2022
Bubble Gum,Clairo,indie-pop,0.509,0.0167,9.0,-24.639,1.0,0.115,0.979,2.72e-05,0.387,0.229,207.97,1,3zksbXteOCeSusJ5Xltr3t,2019-02-22,2019
October Passed Me By,girl in red,indie-pop,0.445,0.367,0.0,-13.086,1.0,0.0452,0.761,0.075,0.0987,0.202,155.675,1,6IPwKM3fUUzlElbvKw2sKl,2018-11-21,2018
Lovers Rock,TV Girl,indie-pop,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,1,6dBUzqjtbnIa1TwYbyw5CM,2014-06-05,2014
Please Notice,Christian Leave,indie-pop,0.55,0.271,2.0,-8.451,1.0,0.0297,0.843,3.21e-06,0.107,0.198,111.344,1,36seMHoyXmLUNxcwzwjdF7,2016-07-01,2016
this is what heartbreak feels like,JVKE,indie-pop,0.707,0.474,1.0,-4.603,1.0,0.0672,0.578,0.0,0.11,0.538,109.991,1,4RxdAzEmkPXTiIU6ULLoXh,2022-09-23,2022
Crazier Things,Chelsea Cutler;Noah Kahan,indie-pop,0.635,0.274,2.0,-13.53,1.0,0.033,0.813,0.0,0.162,0.316,93.025,1,3K7vPyMCcecKRotnu08MMP,2020-06-26,2020
Devil On My Shoulder,Chelsea Cutler,indie-pop,0.661,0.323,7.0,-9.579,1.0,0.0412,0.649,1.82e-05,0.193,0.372,129.955,1,1jLUaPGjk5zwV9kXUt4Jt1,2021-10-01,2021
"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",Lucky Daye,indie-pop,0.724,0.659,3.0,-5.735,0.0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,1,7ALUF2i2FCiRCx9OqBJ5Ot,2021-06-04,2021
What They'll Say About Us,FINNEAS,indie-pop,0.538,0.318,7.0,-13.036,0.0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,1,4W1gUkq2TAOOFCBet3i3WR,2021-10-15,2021
"Kiss Me Babe, It's Christmas Time",Owl City,indie-pop,0.705,0.567,0.0,-7.054,1.0,0.0306,0.0199,0.0,0.0937,0.562,105.96,1,3Kac7h5Elm66yM6k8DqmBJ,2014-12-15,2014
Mistletoe - Recorded at Electric Lady Studios NYC.,Chelsea Cutler,indie-pop,0.579,0.33,2.0,-11.108,1.0,0.0395,0.739,0.0,0.0785,0.298,79.885,1,7vW6JovXotgbToBedYaznx,2019-11-22,2019
Flaming Hot Cheetos,Clairo,indie-pop,0.817,0.551,7.0,-9.33,0.0,0.133,0.865,0.000151,0.101,0.142,109.966,1,1F6IbA7di42uPc3cff8PXV,2017-06-14,2017
i can't help it,JVKE,indie-pop,0.459,0.639,1.0,-4.152,1.0,0.0638,0.236,0.00922,0.248,0.344,155.935,1,3F3roWqJPMtmLbPPl93bbR,2022-09-23,2022
this is what sadness feels like,JVKE,indie-pop,0.483,0.321,10.0,-10.401,0.0,0.0719,0.82,0.000107,0.128,0.148,141.28,1,5GpYt1p4z2EPVKv5t7XDof,2022-09-23,2022
Summer Vibe,Forrest Nolan,indie-pop,0.891,0.627,4.0,-8.458,1.0,0.0566,0.435,0.0,0.266,0.922,136.024,1,1SdItcSOTD14tvIo8UzA6k,2021-05-12,2021
catch me,JVKE,indie-pop,0.442,0.55,10.0,-3.845,1.0,0.184,0.73,0.00059,0.276,0.332,101.389,1,4C3ZV2ZeVh5A7LOkCZpjj1,2022-09-23,2022
wonder if she loves me,JVKE,indie-pop,0.463,0.58,0.0,-3.664,1.0,0.128,0.598,0.0,0.622,0.454,83.995,1,5cceQYu8V7ZdFkMvdH6qPK,2022-09-23,2022
this is what falling out of love feels like,JVKE,indie-pop,0.323,0.807,10.0,-5.031,0.0,0.251,0.649,0.00568,0.638,0.366,173.874,1,7ptNB6qKNJDEL8wrG0BuLq,2022-09-23,2022
save your breath,JVKE,indie-pop,0.483,0.491,2.0,-5.389,1.0,0.0694,0.695,0.000555,0.128,0.4,111.956,1,5Ir3dOzPQ9Q30dC45J6QzH,2022-09-23,2022
Juliet,Cavetown,indie-pop,0.546,0.586,6.0,-8.488,1.0,0.0313,0.00346,0.00114,0.0562,0.364,131.778,1,45ROR8UMn60YEVQnDy0uVF,2019-04-12,2019
UH OH!,Sub Urban;BENEE,indie-pop,0.759,0.582,9.0,-7.414,0.0,0.331,0.5,9.05e-06,0.197,0.484,150.772,1,1fURQrd4K4b43ULvwbP9oC,2022-06-03,2022
WTF,Still Woozy,indie-pop,0.715,0.496,8.0,-9.487,1.0,0.0589,0.648,0.213,0.0741,0.71,76.512,1,1hsaGFtYA90KVjsn74ZJMH,2021-08-13,2021
I Follow Rivers - The Magician Remix,Lykke Li;The Magician,indie-pop,0.785,0.7,9.0,-5.81,0.0,0.0406,0.0179,0.00251,0.0823,0.296,122.031,1,3zNNXjjjeLrzIXSJZKalDi,2021-07-16,2021
Kill For Your Love,Labrinth,indie-pop,0.81,0.704,7.0,-8.739,1.0,0.205,0.211,2.44e-06,0.371,0.42,119.991,1,3VPmBxNTm36Fmz8lSU4dgA,2023-04-28,2023
Cloud 9,Paravi,indie-pop,0.53,0.268,0.0,-9.799,1.0,0.0332,0.862,0.0,0.0936,0.338,113.715,1,0Qj4YyHTtV01Fvfl2fibea,2021-06-01,2021
dumb dumb,mazie,indie-pop,0.783,0.472,2.0,-8.392,1.0,0.0427,0.22,0.000458,0.0798,0.589,122.052,1,4qbEaaJ29p32GI8EWQmm6R,2021-08-25,2021
In My Mind,Lyn Lapid,indie-pop,0.668,0.392,2.0,-12.178,0.0,0.0585,0.789,0.00275,0.345,0.323,135.936,1,2W779g2UrRZtVdf3FcEOO1,2021-08-20,2021
SUPERMODEL,Måneskin,indie-pop,0.636,0.876,7.0,-3.413,1.0,0.0555,0.00164,0.0,0.117,0.799,120.983,1,0eJmsdfbAOM1KD0w50EhlD,2023-01-20,2023
Thank You Note,salem ilese,indie-pop,0.637,0.705,10.0,-7.546,0.0,0.0502,0.121,0.0,0.0857,0.553,158.013,1,67ss3RFo9MIjrdJcyINI0w,2021-12-10,2021
Marry Christmas,salem ilese,indie-pop,0.541,0.753,0.0,-6.512,1.0,0.0511,0.0677,0.0,0.108,0.572,149.743,1,23OMz22ReGMupdyFIqeOpg,2020-12-11,2020
I Met Sarah in the Bathroom,awfultune,indie-pop,0.675,0.408,0.0,-10.861,1.0,0.142,0.901,0.000714,0.16,0.229,90.111,1,6Csn07rSjTle1myRtfWAyn,2019-07-31,2019
Remember When,Wallows,indie-pop,0.504,0.708,11.0,-5.896,0.0,0.0343,0.00112,0.000424,0.788,0.51,82.009,1,5naar7XewEOAjOywIp6Jjq,2019-03-22,2019
don't miss me,Claire Rosinkranz,indie-pop,0.796,0.727,1.0,-4.726,1.0,0.04,0.793,2.49e-05,0.0858,0.818,104.98,1,5MG69A9XyXDbBbeOxdR3Tl,2021-11-22,2021
Cutie,COIN,indie-pop,0.683,0.604,7.0,-6.374,0.0,0.126,0.000993,0.000241,0.141,0.731,111.999,1,555poPmhRmQWPsMDGwkifG,2022-03-25,2022
Blonde,Maisie Peters,indie-pop,0.406,0.818,9.0,-3.977,1.0,0.119,0.0885,0.0,0.308,0.632,179.846,1,6Tmj9k9HeZhP5CdLHcj81h,2022-08-05,2022
Psycho,Maisie Peters,indie-pop,0.562,0.765,3.0,-2.967,1.0,0.21,0.613,0.0,0.0774,0.707,118.879,1,2Gs2mHNQF2Lt7a9iIarcji,2021-08-27,2021
Cate's Brother,Maisie Peters,indie-pop,0.735,0.648,1.0,-4.523,0.0,0.0334,0.0114,0.000213,0.309,0.395,97.985,1,7uHJpostAYqNJ8nZM1tp78,2022-05-06,2022
Favourite Ex,Maisie Peters,indie-pop,0.398,0.177,5.0,-10.277,1.0,0.0374,0.718,0.0,0.139,0.22,175.098,1,1a1SQeSqUKzH5OUVTEx4ae,2019-04-12,2019
Cate’s Brother (Matt's Version),Maisie Peters;Matt Maltese,indie-pop,0.432,0.429,4.0,-8.461,1.0,0.0425,0.636,2.84e-06,0.0853,0.56,175.577,1,7wRE8QWyuMHz21Lmb6yX70,2022-06-01,2022
Good Enough,Maisie Peters,indie-pop,0.587,0.319,5.0,-7.479,1.0,0.0517,0.816,0.0,0.101,0.26,75.279,1,5fuNhRavX030PFZ42Am6Vn,2022-08-18,2022
Show Me How,Men I Trust,indie-pop,0.791,0.267,5.0,-11.997,1.0,0.0415,0.674,0.534,0.102,0.544,165.99,1,75IQVo8hqI1iwVZyvkN2VT,2018-02-28,2018
how deep?,Tai Verdes,indie-pop,0.802,0.691,6.0,-6.973,0.0,0.0466,0.0989,2.29e-06,0.277,0.452,97.021,1,1nTzXNZCnZ0T7S8BqkL98r,2022-09-16,2022
days,Zaeden,indie-pop,0.811,0.499,7.0,-9.37,1.0,0.0589,0.255,0.00478,0.189,0.373,144.028,1,2mEHyRXGIPArlWSDkIqujW,2021-07-02,2021
Mess It Up,Gracie Abrams,indie-pop,0.765,0.582,0.0,-4.528,1.0,0.12,0.245,8.21e-05,0.154,0.36,132.992,1,0PLhwCmQ7cC3ThRGPn3HxF,2021-05-07,2021
Ross And Rachel,Jake Miller,indie-pop,0.66,0.639,9.0,-6.61,1.0,0.0286,0.345,0.00109,0.0775,0.227,124.068,1,4vCiNW18AyeaUAZosVnX61,2021-06-18,2021
Scars leave beautiful trace,"Car, the garden",indie-pop,0.479,0.535,11.0,-6.676,0.0,0.03,0.49,0.0,0.0923,0.21,82.024,1,1y6dEjheBdnopNo0xDXJ9P,2022-06-26,2022
Waterfalls,Death Cab for Cutie,indie-pop,0.483,0.436,8.0,-8.734,1.0,0.0389,0.663,0.000586,0.103,0.241,171.842,1,6p8ZhmQS4fia0j93S2M3Fj,2021-01-13,2021
Everybody Talks,Neon Trees,indie-pop,0.474,0.916,8.0,-3.93,1.0,0.0624,0.00504,0.0,0.325,0.745,154.948,1,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,2012
Daydreams,Maisie Peters,indie-pop,0.423,0.303,9.0,-9.008,1.0,0.0389,0.857,0.000341,0.0778,0.269,136.072,1,58f9nTeQ3ORN2nvtWYbnON,2020-03-27,2020
Holiday Rock,Neon Trees,indie-pop,0.529,0.818,6.0,-6.622,1.0,0.04,6.5e-05,0.0,0.354,0.684,148.173,1,1QG0ibNEFUb0sIFDsIYrMk,2021-10-29,2021
Roman Candles,Death Cab for Cutie,indie-pop,0.518,0.757,6.0,-8.584,0.0,0.0555,0.000777,0.00931,0.115,0.189,129.901,1,1dxXQuExRVu77xF1r5YtRF,2022-09-16,2022
Here to Forever,Death Cab for Cutie,indie-pop,0.62,0.773,2.0,-8.324,1.0,0.0382,0.0741,0.000606,0.158,0.934,157.991,1,7Cva2EgJougx6O6M5xgWAq,2022-09-16,2022
Over - Sped Up,Lucky Daye,indie-pop,0.694,0.67,2.0,-5.624,0.0,0.105,0.471,0.0,0.183,0.443,125.509,1,3JycZFWWQGXkTTJQ6CoNFy,2021-09-22,2021
The Other Side Of Paradise,Glass Animals,indie-pop,0.689,0.338,11.0,-7.634,0.0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,1,0rRjGruFonCGOt0S5zAJNQ,2016-08-26,2016
Not Allowed,TV Girl,indie-pop,0.67,0.905,1.0,-6.855,1.0,0.129,0.669,0.000227,0.349,0.563,104.965,1,3IznIgmXtrUaoPWpQTy5jB,2016-02-25,2016
Can't Help Falling in Love,Christian Leave,indie-pop,0.608,0.269,0.0,-7.201,1.0,0.0329,0.983,1.96e-06,0.337,0.389,126.372,1,6VrAgFXBbRX2PkT92lAoKK,2016-07-01,2016
Bags,Clairo,indie-pop,0.742,0.546,1.0,-7.694,1.0,0.0315,0.172,0.38,0.115,0.868,104.996,1,6UFivO2zqqPFPoQYsEMuCc,2019-08-02,2019
This Is Home,Cavetown,indie-pop,0.811,0.266,7.0,-12.478,1.0,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,1,7s8VgA8OjvwBUuigKzEGBx,2015-08-03,2015
What If I Love You,Gatlin,indie-pop,0.743,0.666,11.0,-8.337,1.0,0.0546,0.432,1.77e-05,0.129,0.492,101.002,1,47Gqye8c5KwOBba4dwF1iY,2021-04-08,2021
Your New Boyfriend,Wilbur Soot,indie-pop,0.546,0.453,7.0,-13.04,1.0,0.121,0.382,3.9e-05,0.106,0.74,104.532,1,4vLBnQtece15fFhqWxZvJP,2020-12-11,2020
Pure Love,Hayley Williams,indie-pop,0.79,0.475,0.0,-6.787,1.0,0.0585,0.0772,7.58e-05,0.125,0.827,95.003,1,4LdTaU7Xqml2idOJjy96xR,2020-05-08,2020
Boy In A Billion,Claire Rosinkranz,indie-pop,0.513,0.458,10.0,-7.3,1.0,0.142,0.437,0.0,0.295,0.488,79.039,1,6DMWwt5XEJKlWYhw2EK76h,2021-06-30,2021
Pretty Little Things,Claire Rosinkranz,indie-pop,0.506,0.371,0.0,-9.648,1.0,0.0717,0.782,0.0,0.11,0.45,79.01,1,6ucJwhu8T4S8r3NUPsQHNW,2021-07-09,2021
Sway,Fitz and The Tantrums,indie-pop,0.705,0.927,1.0,-2.701,1.0,0.0776,0.0327,0.0,0.0705,0.945,159.978,1,2u4ugBC7qiil1W02UTXPJU,2022-11-11,2022
affection,BETWEEN FRIENDS,indie-pop,0.394,0.565,2.0,-7.264,1.0,0.126,0.518,1.68e-06,0.0853,0.308,90.773,1,4EtgDIWb8Wm5mnaK701c0C,2019-04-05,2019
Mrs Magic,Strawberry Guy,indie-pop,0.471,0.634,8.0,-7.406,1.0,0.031,0.159,0.365,0.374,0.366,132.542,1,0TZejo18HlJ86OrWNsXKnw,2019-07-24,2019
Habits,Genevieve Stokes,indie-pop,0.663,0.287,9.0,-9.469,1.0,0.0344,0.854,6.85e-06,0.346,0.438,82.457,1,0qL3JquOSa7ErWX3RXfUgo,2022-09-16,2022
Metamodernity,Vansire,indie-pop,0.823,0.544,5.0,-10.077,1.0,0.0358,0.389,0.165,0.108,0.826,121.968,1,4RGWHfQeJftd5XrP8JUgFj,2019-06-11,2019
rises the moon,Liana Flores,indie-pop,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,1,51Grh1RyUDcMBbpuyUIUHI,2019-04-10,2019
Nate Growing Up,Labrinth,indie-pop,0.507,0.441,7.0,-11.165,1.0,0.0504,0.0879,0.237,0.0898,0.249,79.016,1,4iddJAOsc6U0hJ3krSJAKn,2019-10-04,2019
SUGA's Interlude,Halsey;SUGA;BTS,indie-pop,0.55,0.732,0.0,-6.88,1.0,0.105,0.0864,0.0,0.0425,0.246,153.836,1,1ZoQVu9XBssJBdeKMgF2eV,2020-01-17,2020
Kahaani,When Chai Met Toast,indie-pop,0.596,0.358,0.0,-12.993,1.0,0.0255,0.9,0.0503,0.108,0.43,94.932,1,1JOjPZOx8E0wNvPZyPcoyg,2021-10-29,2021
Favorite T-Shirt - Acoustic,Jake Scott,indie-pop,0.82,0.26,9.0,-14.473,1.0,0.0759,0.757,0.0,0.144,0.641,114.943,1,2PR4jVXzyjCky2PkONvipq,2019-11-08,2019
Motion Sickness,Phoebe Bridgers,indie-pop,0.651,0.546,1.0,-9.021,1.0,0.0357,0.774,0.0437,0.0842,0.623,107.021,1,5xo8RrjJ9CVNrtRg2S3B1R,2017-09-22,2017
Boys Will Be Bugs,Cavetown,indie-pop,0.486,0.528,1.0,-11.722,1.0,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,1,6suYoN4gFkanqOBn5yRnJC,2019-04-12,2019
Nobody,Mitski,indie-pop,0.398,0.717,0.0,-5.253,1.0,0.0398,0.07,0.0,0.085,0.487,117.296,1,2P5yIMu2DNeMXTyOANKS6k,2018-08-17,2018
Home for the Summer,Sara Kays,indie-pop,0.682,0.529,4.0,-9.862,1.0,0.0469,0.782,0.000294,0.102,0.39,126.995,1,14ahZtLV5yKtqQATTfQta0,2020-06-25,2020
Rät,Penelope Scott,indie-pop,0.609,0.449,5.0,-13.291,0.0,0.249,0.326,0.000115,0.147,0.309,143.854,1,4blPH3Uy89WnOnYlIv7Ev4,2020-09-25,2020
Devil Town,Cavetown,indie-pop,0.576,0.759,3.0,-8.165,1.0,0.0599,0.12,0.0,0.121,0.501,99.969,1,0vf2eBw2inhl8y61cYQMv2,2015-11-09,2015
Mistletoe,Jake Scott,indie-pop,0.604,0.345,6.0,-8.554,1.0,0.071,0.754,0.0,0.124,0.818,81.101,1,1iQmYCzWVVzrgh6jzxaeLS,2018-11-27,2018
Virginia (Wind in the Night),The Head And The Heart,indie-pop,0.265,0.79,7.0,-3.702,1.0,0.0366,0.00699,0.0,0.0523,0.248,136.075,1,3dDaJo3QS9Bohk8wrG5Pvv,2022-04-29,2022
Don't Dream It's Over,The Head And The Heart,indie-pop,0.433,0.73,8.0,-4.934,1.0,0.0315,0.0824,2.03e-06,0.105,0.348,84.142,1,4b1hVHiZrltoXPDskF0mCp,2017-06-12,2017
Courtside,Tim Atlas,indie-pop,0.71,0.83,0.0,-7.208,1.0,0.03,0.0518,0.00523,0.353,0.936,129.02,1,5TzpCPx20n4hELdE9Vw6ZQ,2021-05-28,2021
Asaar,Bipul Chettri,indie-pop,0.38,0.371,8.0,-14.221,1.0,0.0358,0.889,0.0256,0.118,0.378,108.718,1,437VPJ6keS4jH7SslNv5gw,2014-07-25,2014
Kilby Girl,The Backseat Lovers,indie-pop,0.329,0.444,1.0,-9.973,1.0,0.0417,0.0578,0.0352,0.113,0.225,162.279,1,1170VohRSx6GwE6QDCHPPH,2019-01-27,2019
dooriyan,Zaeden,indie-pop,0.735,0.593,11.0,-7.473,1.0,0.0885,0.731,0.178,0.135,0.475,160.07,1,1HGtTmgl1sEycuS9lJviWQ,2021-07-02,2021
XO,EDEN,indie-pop,0.611,0.39,2.0,-5.861,0.0,0.116,0.625,0.0,0.118,0.617,163.897,1,0ZAiqymvbQUZAh9y6ZT3Rm,2016-08-19,2016
Kyouran Hey Kids!!,THE ORAL CIGARETTES,indie-pop,0.526,0.981,8.0,-1.82,1.0,0.111,0.00318,0.00161,0.187,0.781,142.016,1,38kcwx5znepLWCIBID0Bwm,2016-01-05,2016
I Don't Wanna Talk (I Just Wanna Dance),Glass Animals,indie-pop,0.703,0.624,7.0,-6.228,1.0,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,1,6IbCvfmmICEEAyDwQ9zcbt,2021-09-09,2021
j's lullaby (darlin' i'd wait for you),Delaney Bailey,indie-pop,0.54,0.11,8.0,-19.885,1.0,0.0328,0.498,0.000614,0.0781,0.172,76.068,1,3uxdBOY4eCts8eOS03J9Qf,2022-12-16,2022
Honeypie,JAWNY,indie-pop,0.743,0.683,5.0,-4.607,0.0,0.202,0.0712,0.0,0.151,0.925,115.032,1,6FfLg6FFqhCsrFOaHIGkg0,2020-10-27,2020
Sound the Alarm,The Knocks;Rivers Cuomo;Royal & the Serpent,indie-pop,0.688,0.788,5.0,-3.064,0.0,0.0436,0.0164,0.000306,0.541,0.774,101.006,1,3OyRfX2JGBCPWoQsYBFqQu,2021-07-28,2021
socha na tha,Zaeden,indie-pop,0.489,0.752,2.0,-5.422,1.0,0.0372,0.665,0.000669,0.55,0.179,192.133,1,1eqNj2KekcQ8GKWoW4yFr6,2021-07-02,2021
Amoeba,Clairo,indie-pop,0.739,0.491,6.0,-11.515,1.0,0.027,0.791,0.0366,0.1,0.707,111.008,1,0HAqq2GcQKyi3s87GuN7jU,2021-07-16,2021
Drawer,10cm,indie-pop,0.359,0.469,7.0,-8.06,1.0,0.0326,0.745,0.0,0.101,0.259,84.366,1,1OQ3PoRZRtE7RH0NIh3p1O,2021-12-07,2021
Not Another Rockstar,Maisie Peters,indie-pop,0.658,0.815,3.0,-2.141,0.0,0.14,0.214,1.24e-06,0.126,0.818,91.041,1,43pulC9QdGwabXUtVHYnjY,2022-10-07,2022
ZITTI E BUONI,Måneskin,indie-pop,0.625,0.939,4.0,-3.115,0.0,0.0669,0.00138,0.0,0.424,0.644,102.999,1,776AftMmFFAWUIEAb3lHhw,2021-03-19,2021
Francis Forever,Mitski,indie-pop,0.535,0.448,2.0,-9.167,1.0,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,1,5411TEB6tlzvuF5A4oyldr,2014-11-11,2014
have a great day,easy life,indie-pop,0.776,0.574,5.0,-5.971,0.0,0.0351,0.431,7.9e-05,0.147,0.427,102.895,1,5EKvSbDk01gFTw8IQNFzUz,2021-05-28,2021
I Want to Be with You,chloe moriondo,indie-pop,0.746,0.434,4.0,-6.981,1.0,0.0388,0.0222,8.21e-06,0.101,0.389,119.974,1,4LK36kV9w3KBD2GYL26ZBq,2021-05-07,2021
Oh Noel,I DONT KNOW HOW BUT THEY FOUND ME,indie-pop,0.36,0.118,5.0,-17.289,1.0,0.045,0.99,0.0228,0.0972,0.144,111.861,1,7MypU6ZEqL6hstZYykaraL,2019-11-15,2019
Fruity,chloe moriondo,indie-pop,0.672,0.648,7.0,-5.964,1.0,0.0308,0.00486,3.74e-05,0.212,0.627,128.004,1,3AtKq6VCAuCm3AhrRUiw1I,2022-10-07,2022
Dissolve,Absofacto,indie-pop,0.688,0.582,6.0,-10.668,0.0,0.0542,0.23,0.000157,0.0663,0.872,85.486,1,7pBrj5rt4SSxXwFKOyZfHR,2017-11-03,2017
i wanna be your girlfriend,girl in red,indie-pop,0.541,0.382,7.0,-14.323,1.0,0.035,0.0215,0.000836,0.304,0.343,155.901,1,5PjdC2gMATetx5xdnwGUu7,2018-03-02,2018
Just You and I,Tom Walker,indie-pop,0.567,0.696,9.0,-5.416,1.0,0.301,0.456,0.0,0.113,0.544,92.061,1,03x2rVJRFUrvwlfxoHd9Mo,2019-03-01,2019
Cigarettes out the Window,TV Girl,indie-pop,0.625,0.659,0.0,-5.669,1.0,0.0337,0.12,0.0,0.17,0.594,113.551,1,6QeYSvYqYUsfBzsApbjDHO,2016-02-25,2016
Tired,beabadoobee,indie-pop,0.63,0.418,7.0,-7.111,0.0,0.0254,0.483,0.15,0.111,0.345,140.037,1,6F5mZpEEjhsAW8UEqbIpz1,2018-12-07,2018
life got crazy,mike.,indie-pop,0.71,0.543,5.0,-9.141,1.0,0.0527,0.478,8.66e-06,0.0988,0.481,83.965,1,5NXthnJecYXjt7sTEWETTY,2021-07-23,2021
When You Look at Me,Sara Kays,indie-pop,0.641,0.293,2.0,-10.711,1.0,0.0291,0.836,0.0,0.217,0.373,129.849,1,0KGeOj6DJXfCMGkLYiz4fB,2022-02-18,2022
Watching TV,Sara Kays,indie-pop,0.581,0.571,9.0,-6.924,1.0,0.0738,0.587,0.0,0.139,0.456,117.965,1,7fAn052aR5ah3RvrANPEQd,2022-08-19,2022
Overwhelmed,Royal & the Serpent,indie-pop,0.804,0.323,0.0,-11.127,0.0,0.305,0.308,0.0,0.15,0.456,87.019,1,5jjZikDrEd0by1o7V3fO4y,2020-06-26,2020
for the girls,Hayley Kiyoko,indie-pop,0.753,0.652,11.0,-5.877,1.0,0.0594,0.133,0.0,0.0764,0.55,136.138,1,3KsjKXNeNMQ56baZH0RFq0,2022-07-29,2022
deep in the woods,Hayley Kiyoko,indie-pop,0.508,0.749,9.0,-6.469,0.0,0.0625,0.016,0.0,0.369,0.411,87.986,1,0JmxPS0bVRETJa4haH0zhP,2022-07-29,2022
Happier in Hell,Royal & the Serpent,indie-pop,0.372,0.522,8.0,-5.493,1.0,0.0413,0.0243,0.0,0.231,0.326,138.552,1,2nxnxIIHHVf9JKKmcqlGpP,2022-01-29,2022
sugar at the bottom,Hayley Kiyoko,indie-pop,0.866,0.565,1.0,-6.983,0.0,0.0583,0.455,0.000226,0.246,0.549,101.985,1,6LO0ryApQDcoL42O5o872S,2022-07-29,2022
Frankenstein,Claire Rosinkranz,indie-pop,0.826,0.745,2.0,-6.091,1.0,0.141,0.13,1.32e-05,0.178,0.883,119.92,1,1xSmjB0t19q4CSJ0X0ymGB,2021-05-14,2021
Goodie Bag,Still Woozy,indie-pop,0.739,0.522,7.0,-12.304,0.0,0.151,0.821,0.00124,0.233,0.619,138.263,1,4vHNeBWDQpVCmGbaccrRzi,2017-11-05,2017
the perfect pair,beabadoobee,indie-pop,0.634,0.663,11.0,-6.818,1.0,0.0331,0.433,0.124,0.102,0.6,146.053,1,41P6Tnd8KIHqON0QIydx6a,2022-07-15,2022
sex,EDEN,indie-pop,0.413,0.521,9.0,-4.469,1.0,0.0466,0.162,0.0,0.323,0.532,103.391,1,26ZX2JrAb8AFbr8FFfAsO7,2016-08-19,2016
